sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;tienda;popular;1;1;29/06/2017;7377000;microempresarial
femenino;comercio;variedades;robledo;2;7;23/11/2016;6890000;microempresarial
masculino;comercio;miscelanea;manrique_central_no_1;2;4;13/12/2016;6900000;microempresarial
femenino;industria;fabrica_de;cabecera_san_cristobal;3;60;4/10/2017;1200000;microempresarial
masculino;industria;cerrajeria;la_francia;2;2;21/03/2018;7800000;microempresarial
femenino;comercio;variedades;la_milagrosa;2;9;13/06/2018;7800000;microempresarial
femenino;servicio;tienda;aures_no_2;2;7;10/11/2016;6894000;microempresarial
masculino;servicio;comidas_rapidas;enciso;1;8;18/12/2017;3800000;microempresarial
femenino;comercio;tienda;aranjuez;3;4;7/09/2017;7377000;microempresarial
femenino;industria;fabrica_de_calzado;manrique_central_no_2;2;3;4/04/2016;6800000;microempresarial
masculino;industria;fabrica_de;san_javier_no1;3;13;15/09/2017;7370000;microempresarial
masculino;comercio;tienda;aranjuez;3;4;24/07/2017;7300000;microempresarial
masculino;comercio;distribuidora_de;robledo;2;7;6/07/2018;7800000;microempresarial
femenino;industria;fabrica_de;aranjuez;1;4;26/10/2017;7000000;microempresarial
femenino;comercio;charcuteria;tricentenario;3;5;10/01/2018;7000000;microempresarial
femenino;comercio;tienda;13_de_noviembre;2;8;12/05/2017;7000000;microempresarial
femenino;servicio;fabrica_de;la_candelaria;2;10;21/01/2016;3000000;microempresarial
masculino;industria;fabrica_de;buenos_aires;2;9;17/03/2016;6000000;microempresarial
femenino;comercio;almacen_de_ropa_en;el_pinal;2;8;16/10/2018;7800000;microempresarial
femenino;comercio;variedades;belen;2;16;19/01/2018;7000000;microempresarial
femenino;industria;fabrica_de;castilla;3;5;23/05/2018;7800000;microempresarial
femenino;servicio;fotografia;robledo;2;7;25/01/2019;7800000;microempresarial
masculino;servicio;peluqueria;santa_cruz;2;2;1/08/2017;7377000;microempresarial
masculino;comercio;comidas_rapidas;enciso;1;8;13/02/2017;3000000;microempresarial
femenino;industria;fabrica_de;doce_de_octubre_no1;2;6;24/02/2016;3500000;microempresarial
femenino;comercio;tienda;la_sierra;1;8;18/10/2018;4000000;microempresarial
masculino;industria;fabrica_de;sucre;2;8;5/04/2016;6800000;microempresarial
masculino;servicio;variedades;villa_niza;2;2;10/02/2017;7000000;microempresarial
masculino;servicio;comidas_rapidas;manrique_oriental;1;3;5/09/2016;6000000;microempresarial
femenino;servicio;servicios;robledo;2;7;31/07/2018;7800000;microempresarial
femenino;comercio;variedades;manrique_central_no_1;2;4;6/02/2018;5200000;microempresarial
femenino;comercio;comidas_rapidas;popular;2;1;27/04/2018;2000000;microempresarial
femenino;servicio;peluqueria;pedregal;3;6;15/01/2019;8200000;microempresarial
masculino;comercio;fabrica_de;girardot;3;5;4/04/2017;4000000;microempresarial
femenino;comercio;comidas_rapidas;manrique_central_no_1;2;4;20/03/2019;4000000;microempresarial
femenino;comercio;servicios;el_salvador;3;9;15/02/2017;7300000;microempresarial
masculino;comercio;restaurante;la_floresta;3;12;23/03/2018;3200000;microempresarial
masculino;comercio;distribuidora_de;belen;3;16;21/04/2016;6890000;microempresarial
masculino;comercio;variedades;florencia;3;5;14/02/2017;7300000;microempresarial
femenino;industria;fabrica_de;la_milagrosa;3;9;21/02/2018;7800000;microempresarial
femenino;comercio;cafe_e_internet;buenos_aires;2;9;27/09/2017;7370000;microempresarial
femenino;comercio;recreativo_educativo;castilla;3;5;9/04/2018;7000000;microempresarial
femenino;comercio;fabrica_de_alimentos;la_candelaria;3;10;14/12/2017;7300000;microempresarial
masculino;comercio;comidas_rapidas;manrique_central_no_1;2;4;17/05/2018;5000000;microempresarial
femenino;servicio;peluqueria;santa_cruz;2;2;16/07/2018;2000000;microempresarial
masculino;agropecuaria;criadero_de_animales;maria_cano;1;3;16/04/2018;4500000;microempresarial
masculino;comercio;comidas_rapidas;aranjuez;3;4;27/07/2018;7800000;microempresarial
masculino;industria;fabrica_de;popular;2;1;13/02/2018;5000000;microempresarial
masculino;comercio;comidas_rapidas;villa_hermosa;3;8;29/10/2018;7800000;microempresarial
femenino;servicio;restaurante;la_milagrosa;2;9;12/10/2016;5000000;microempresarial
femenino;servicio;fabrica_de;la_floresta;2;12;19/05/2016;4000000;microempresarial
femenino;servicio;cafe_e_internet;san_javier_no1;2;13;14/03/2018;7800000;microempresarial
femenino;comercio;tienda;robledo;2;7;12/10/2016;6890000;microempresarial
masculino;servicio;fabrica_de_alimentos;campo_valdes_no_1;3;4;10/06/2016;6890000;microempresarial
femenino;comercio;variedades;robledo;1;7;23/11/2017;5000000;microempresarial
femenino;comercio;granero;popular;2;1;31/05/2019;5000000;microempresarial
masculino;comercio;papeleria;robledo;2;7;9/03/2018;3000000;microempresarial
femenino;comercio;variedades;san_pablo;2;1;11/05/2018;6000000;microempresarial
femenino;comercio;papeleria;la_milagrosa;3;9;8/11/2016;5600000;microempresarial
masculino;comercio;almacen_de_ropa_en;manrique_central_no_1;1;4;9/03/2018;4500000;microempresarial
femenino;servicio;peluqueria;buenos_aires;3;9;16/04/2018;6500000;microempresarial
masculino;comercio;taller_de_electronica;aguas_frias;2;70;10/05/2017;7300000;microempresarial
masculino;servicio;mantenimiento_en;la_milagrosa;2;9;22/08/2016;5000000;microempresarial
masculino;comercio;comidas_rapidas;manrique_central_no_1;0;4;30/06/2017;7000000;microempresarial
masculino;comercio;restaurante;buenos_aires;3;9;24/02/2017;30284000;microempresarial
femenino;comercio;tienda;santander;1;6;22/03/2018;7800000;microempresarial
masculino;comercio;ferreteria;robledo;3;7;1/11/2018;7800000;microempresarial
masculino;servicio;recreativo_educativo;belen;3;16;22/02/2017;7370000;microempresarial
masculino;comercio;legumbreria;la_floresta;1;12;20/09/2017;4000000;microempresarial
femenino;servicio;peluqueria;castilla;3;5;7/03/2017;7377000;microempresarial
femenino;comercio;peluqueria;sucre;2;8;14/10/2016;6000000;microempresarial
femenino;comercio;variedades;ocho_de_marzo;1;9;25/04/2016;3000000;microempresarial
masculino;agropecuaria;criadero_de_animales;doce_de_octubre_no1;2;6;24/05/2017;7300000;microempresarial
femenino;servicio;peluqueria;santa_cruz;1;2;1/11/2018;6000000;microempresarial
femenino;industria;fabrica_de;centro_admtivo;3;10;20/04/2017;6000000;microempresarial
femenino;industria;fabrica_de;buenos_aires;3;9;3/10/2018;7800000;microempresarial
masculino;comercio;cafe_e_internet;campo_amor;2;15;24/08/2017;7000000;microempresarial
femenino;industria;fabrica_de;13_de_noviembre;1;8;7/09/2017;6500000;microempresarial
masculino;comercio;ferreteria;prado;3;10;17/02/2017;7377000;microempresarial
femenino;comercio;tienda;buenos_aires;3;9;4/08/2016;6890000;microempresarial
femenino;comercio;miscelanea;versalles_no_2;1;3;13/02/2019;7000000;microempresarial
femenino;comercio;licorera;manrique_central_no_1;3;4;5/04/2017;7377000;microempresarial
masculino;comercio;variedades;doce_de_octubre_no1;2;6;28/09/2017;4400000;microempresarial
femenino;industria;fabrica_de;san_javier_no1;1;13;6/12/2018;3500000;microempresarial
femenino;comercio;variedades;campo_valdes_no_1;3;4;31/10/2017;3000000;microempresarial
femenino;comercio;fabrica_de_muebles;robledo;2;7;27/02/2017;7300000;microempresarial
femenino;servicio;fabrica_de;aranjuez;2;4;23/06/2016;3000000;microempresarial
masculino;comercio;fabrica_de_ceramica;guayabal;3;15;24/04/2017;7377170;microempresarial
femenino;comercio;papeleria;belen;2;16;31/10/2017;7377000;microempresarial
femenino;industria;fabrica_de;cabecera_san_cristobal;2;60;2/03/2018;7800000;microempresarial
masculino;comercio;distribuidora_de;castilla;3;5;19/02/2018;1000000;microempresarial
masculino;comercio;comidas_rapidas;picachito;1;6;27/02/2017;7377000;microempresarial
femenino;industria;fabrica_de;el_salvador;2;9;7/03/2018;2200000;microempresarial
masculino;comercio;comidas_rapidas;calasanz_parte_alta;2;12;24/07/2017;7370000;microempresarial
masculino;industria;fabrica_de;campo_valdes_no_1;3;4;1/02/2018;7800000;microempresarial
masculino;comercio;variedades;la_milagrosa;2;9;5/08/2016;5000000;microempresarial
femenino;comercio;tienda;manrique_oriental;1;3;7/05/2018;7000000;microempresarial
femenino;comercio;variedades;robledo;2;7;21/05/2018;5000000;microempresarial
femenino;comercio;almacen_de_ropa_en;manrique_central_no_1;2;4;27/04/2018;4000000;microempresarial
femenino;servicio;recreativo_educativo;belen;3;16;18/01/2019;7800000;microempresarial
femenino;comercio;legumbreria;cabecera_san_antonio;2;80;2/03/2018;4000000;microempresarial
femenino;comercio;fabrica_de;san_javier_no1;2;13;30/01/2018;2000000;microempresarial
femenino;comercio;comidas_rapidas;santa_cruz;2;2;11/10/2018;5000000;microempresarial
masculino;industria;fabrica_de;robledo;2;7;16/02/2016;6900000;microempresarial
masculino;servicio;distribuidora_de;suburbano_altavista;2;70;21/03/2018;7800000;microempresarial
femenino;comercio;fabrica_de_alimentos;el_poblado;2;14;19/01/2016;5000000;microempresarial
masculino;comercio;carniceria;enciso;1;8;23/08/2018;7800000;microempresarial
masculino;servicio;organización_y;playon_de_los;2;2;2/11/2017;7300000;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;2;60;16/02/2018;4000000;microempresarial
femenino;comercio;restaurante;enciso;2;8;9/10/2017;5000000;microempresarial
masculino;servicio;cafe_e_internet;san_javier_no1;2;13;16/04/2018;7000000;microempresarial
femenino;comercio;variedades;juan_xxiii_la_quiebra;1;13;11/10/2018;3000000;microempresarial
femenino;comercio;fabrica_de;cabecera_san_cristobal;2;60;23/11/2018;3000000;microempresarial
femenino;comercio;almacen_de_ropa_en;el_pinal;2;8;19/09/2017;4000000;microempresarial
femenino;comercio;variedades;manrique_central_no_2;2;3;22/05/2019;3000000;microempresarial
femenino;comercio;tienda;ocho_de_marzo;1;9;7/02/2018;7800000;microempresarial
femenino;comercio;tienda;aranjuez;3;4;17/01/2017;7600000;microempresarial
femenino;servicio;fabrica_de;santander;2;6;27/07/2016;6890000;microempresarial
femenino;comercio;comidas_rapidas;santander;2;6;6/06/2017;3500000;microempresarial
femenino;comercio;tienda;villatina;2;8;26/05/2016;6890000;microempresarial
femenino;servicio;variedades;manrique_central_no_2;3;3;9/06/2016;6000000;microempresarial
femenino;industria;fabrica_de;robledo;3;7;25/09/2017;3000000;microempresarial
masculino;servicio;barberia;sucre;2;8;1/02/2017;7000000;microempresarial
masculino;comercio;variedades;calasanz;3;12;10/08/2018;7800000;microempresarial
femenino;comercio;bares;aranjuez;2;4;16/09/2016;2500000;microempresarial
femenino;comercio;variedades;la_esperanza_no_2;1;1;1/02/2019;1500000;microempresarial
masculino;comercio;bares;vrda_san_cristobal;2;60;18/01/2016;6890000;microempresarial
femenino;comercio;tienda;santa_cruz;1;2;4/01/2019;7500000;microempresarial
masculino;comercio;papeleria;aranjuez;2;4;6/04/2018;1000000;microempresarial
masculino;servicio;variedades;la_pradera;3;13;6/03/2017;7000000;microempresarial
femenino;comercio;tienda;la_milagrosa;2;9;20/06/2017;7377000;microempresarial
femenino;industria;fabrica_de;palmitas;2;50;7/04/2016;3000000;microempresarial
femenino;servicio;productos_de_belleza;san_javier_no1;3;13;21/03/2018;2400000;microempresarial
femenino;industria;fabrica_de;la_milagrosa;3;9;22/09/2016;6890000;microempresarial
femenino;comercio;variedades;belencito;2;13;8/04/2019;8500000;microempresarial
femenino;servicio;panaderia;robledo;2;7;10/05/2018;7800000;microempresarial
femenino;servicio;comidas_rapidas;manrique_central_no_1;2;4;8/03/2018;7000000;microempresarial
femenino;servicio;barberia;aranjuez;1;4;6/06/2017;4700000;microempresarial
femenino;comercio;variedades;robledo;2;7;26/07/2017;7300000;microempresarial
femenino;servicio;hoteles_moteles;pajarito;2;7;7/05/2018;2000000;microempresarial
masculino;industria;variedades;olaya_herrera;1;7;16/01/2018;7800000;microempresarial
femenino;comercio;almacen_de_ropa_en;robledo;2;7;24/09/2018;7000000;microempresarial
femenino;comercio;variedades;enciso;1;8;6/12/2016;4000000;microempresarial
femenino;comercio;comidas_rapidas;doce_de_octubre_no1;2;6;3/06/2016;4000000;microempresarial
masculino;comercio;restaurante;boston;3;10;20/04/2017;3000000;microempresarial
femenino;servicio;peluqueria;castilla;3;5;3/04/2018;7000000;microempresarial
masculino;servicio;cafe_e_internet;enciso;2;8;19/07/2018;7800000;microempresarial
femenino;industria;fabrica_de;playon_de_los;2;2;31/10/2017;7377000;microempresarial
femenino;servicio;comidas_rapidas;granizal;2;1;7/02/2017;7000000;microempresarial
femenino;comercio;variedades;doce_de_octubre_no1;2;6;16/01/2018;7000000;microempresarial
femenino;comercio;tienda;aranjuez;2;4;20/03/2019;7800000;microempresarial
femenino;comercio;miscelanea;san_pablo;2;1;4/07/2017;7377170;microempresarial
femenino;industria;fabrica_de;robledo;3;7;12/06/2018;2000000;microempresarial
femenino;comercio;almacen_de_ropa_en;moravia;2;4;7/06/2019;4000000;microempresarial
femenino;comercio;comidas_rapidas;boston;3;10;7/05/2018;3000000;microempresarial
femenino;servicio;barberia;santo_domingo_savio;1;1;18/03/2019;6000000;microempresarial
femenino;servicio;peluqueria;campo_valdes_no_1;3;4;18/05/2018;7800000;microempresarial
femenino;comercio;variedades;manrique_central_no_2;1;3;15/03/2019;8280000;microempresarial
masculino;industria;fabrica_de;el_salvador;3;9;12/06/2017;5000000;microempresarial
femenino;industria;fabrica_de;robledo;2;7;27/09/2017;7377000;microempresarial
femenino;comercio;comidas_rapidas;boyaca;3;5;7/12/2016;6890000;microempresarial
masculino;comercio;almacen_de_ropa_en;barrio_caicedo;3;9;6/02/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;villa_hermosa;2;8;24/04/2019;6000000;microempresarial
femenino;comercio;variedades;villa_hermosa;3;8;14/08/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;robledo;1;7;23/03/2017;7377000;microempresarial
masculino;comercio;variedades;aranjuez;2;4;25/08/2017;7000000;microempresarial
femenino;comercio;cafeteria;robledo;3;7;29/12/2017;7370000;microempresarial
femenino;comercio;bares;enciso;3;8;24/10/2016;6800000;microempresarial
masculino;comercio;taller_de_electronica;manrique_central_no_1;1;4;11/10/2018;5000000;microempresarial
masculino;comercio;charcuteria;aranjuez;2;4;21/06/2018;5000000;microempresarial
femenino;servicio;fabrica_de_arepas;san_javier_no1;3;13;26/08/2016;1500000;microempresarial
femenino;comercio;tienda;centro_admtivo;3;10;4/08/2017;8800000;microempresarial
masculino;industria;fabrica_de;las_palmas;3;10;30/11/2017;1500000;microempresarial
femenino;comercio;almacen_de_ropa_en;lopez_de_mesa;3;7;31/05/2017;7377000;microempresarial
femenino;comercio;comidas_rapidas;san_javier_no1;2;13;19/04/2017;7000000;microempresarial
masculino;comercio;variedades;enciso;1;8;10/09/2018;780;microempresarial
femenino;industria;fabrica_de;juan_xxiii_la_quiebra;2;13;10/10/2016;6890000;microempresarial
masculino;comercio;tienda;buenos_aires;3;9;3/11/2017;5000000;microempresarial
femenino;comercio;almacen_de_ropa_en;20_de_julio;2;13;13/07/2016;6890000;microempresarial
femenino;servicio;charcuteria;manrique_oriental;2;3;10/07/2018;4000000;microempresarial
femenino;servicio;papeleria;villa_hermosa;2;8;6/10/2017;6000000;microempresarial
femenino;servicio;variedades;aguas_frias;3;70;25/09/2017;20000000;juridica_y_cap_semilla
femenino;comercio;tienda;cabecera_san_cristobal;1;60;31/07/2017;3000000;microempresarial
femenino;comercio;comidas_rapidas;san_javier_no1;2;13;30/11/2016;4000000;microempresarial
femenino;comercio;comidas_rapidas;san_pablo;2;1;20/09/2018;7800000;microempresarial
masculino;comercio;comidas_rapidas;cabecera_san_cristobal;2;60;14/10/2016;2000000;microempresarial
femenino;industria;fabrica_de_calzado;manrique_central_no_1;2;4;10/09/2018;6000000;microempresarial
femenino;comercio;almacen_de_ropa_en;robledo;2;7;15/02/2017;7377000;microempresarial
femenino;comercio;papeleria;san_javier_no1;2;13;21/02/2018;6000000;microempresarial
masculino;servicio;comidas_rapidas;manrique_central_no_2;1;3;30/05/2017;5000000;microempresarial
femenino;industria;fabrica_de;aranjuez;3;4;11/01/2017;2000000;microempresarial
femenino;industria;variedades;aranjuez;3;4;29/08/2018;4000000;microempresarial
femenino;comercio;comidas_rapidas;campo_valdes_no_1;3;4;6/01/2017;6900000;microempresarial
femenino;industria;panaderia;robledo;1;7;18/04/2017;7377000;microempresarial
femenino;comercio;comidas_rapidas;robledo;1;7;13/03/2018;3000000;microempresarial
femenino;comercio;tienda;popular;2;1;6/07/2018;7800000;microempresarial
masculino;servicio;peluqueria;manrique_central_no_2;1;3;4/11/2016;6890000;microempresarial
femenino;industria;fabrica_de;el_chagualo;3;10;12/07/2016;5000000;microempresarial
femenino;industria;fabrica_de_calzado;barrio_caicedo;1;9;21/01/2019;8000000;microempresarial
masculino;comercio;variedades;manrique_central_no_1;1;4;31/05/2017;3000000;microempresarial
femenino;comercio;fabrica_de_helados;santa_lucia;3;12;29/06/2017;4000000;microempresarial
masculino;comercio;tienda;popular;2;1;7/07/2016;6890000;microempresarial
femenino;servicio;peluqueria;altavista;2;4;22/09/2017;6000000;microempresarial
masculino;comercio;variedades;manrique_central_no_1;2;4;15/03/2018;5000000;microempresarial
femenino;comercio;tienda;manrique_central_no_1;3;4;10/09/2018;5000000;microempresarial
femenino;industria;fabrica_de;boston;3;10;10/07/2018;7800000;microempresarial
masculino;servicio;restaurante;doce_de_octubre_no1;2;6;28/05/2019;5000000;microempresarial
masculino;servicio;ferreteria;manrique_oriental;1;3;26/07/2016;6890000;microempresarial
femenino;comercio;miscelanea;manrique_central_no_1;3;4;12/05/2017;7377000;microempresarial
femenino;servicio;comidas_rapidas;doce_de_octubre_no1;2;6;20/10/2016;6500000;microempresarial
femenino;industria;fabrica_de;la_floresta;3;12;3/10/2017;7377000;microempresarial
femenino;industria;fabrica_de;cabecera_san_cristobal;3;60;29/05/2019;8281000;microempresarial
femenino;comercio;almacen_de_ropa_en;doce_de_octubre_no1;2;6;28/04/2017;6000000;microempresarial
femenino;industria;fabrica_de;calasanz_parte_alta;2;12;31/07/2017;2000000;microempresarial
femenino;industria;fabrica_de;san_javier_no1;2;13;22/06/2016;5000000;microempresarial
masculino;servicio;peluqueria;campo_valdes_no_1;3;4;17/11/2017;7377000;microempresarial
femenino;comercio;almacen_de_ropa_en;barrio_caicedo;2;9;11/09/2017;6000000;microempresarial
masculino;comercio;taller_de_mecanica;barrio_caicedo;2;9;6/07/2018;7800000;microempresarial
femenino;comercio;restaurante;la_avanzada;1;1;4/04/2018;2000000;microempresarial
femenino;servicio;peluqueria;robledo;1;7;25/10/2018;7800000;microempresarial
femenino;comercio;tienda;loreto;3;9;10/08/2018;7800000;microempresarial
femenino;industria;fabrica_de;doce_de_octubre_no1;2;6;17/04/2018;6000000;microempresarial
masculino;comercio;variedades;san_javier_no1;3;13;22/06/2017;6000000;microempresarial
masculino;comercio;tienda;manrique_central_no_1;1;4;13/07/2017;4400000;microempresarial
femenino;servicio;peluqueria;enciso;2;8;6/11/2018;7000000;microempresarial
masculino;industria;ebanistaria;buenos_aires;3;9;22/05/2018;7000000;microempresarial
femenino;comercio;distribuidora_de;popular;2;1;19/09/2017;2000000;microempresarial
femenino;comercio;almacen_de_ropa_en;los_mangos;1;8;5/09/2016;3000000;microempresarial
femenino;comercio;variedades;robledo;1;7;14/09/2018;2200000;microempresarial
femenino;industria;fabrica_de;girardot;3;5;15/05/2017;6000000;microempresarial
masculino;agropecuaria;viveros;santa_elena_central;1;90;1/08/2016;6890000;microempresarial
femenino;comercio;charcuteria;san_javier_no1;3;13;23/12/2016;6890000;microempresarial
femenino;comercio;fabrica_de_calzado;manrique_central_no_2;1;3;19/04/2017;7370000;microempresarial
femenino;comercio;panaderia;aranjuez;3;4;30/07/2018;5000000;microempresarial
masculino;comercio;papeleria;barrio_caicedo;2;9;24/10/2018;7800000;microempresarial
femenino;servicio;restaurante;aranjuez;3;4;1/12/2016;4000000;microempresarial
femenino;comercio;almacen_de_ropa_en;belencito;2;13;28/05/2019;6500000;microempresarial
femenino;comercio;papeleria;enciso;1;8;16/11/2017;4300000;microempresarial
masculino;comercio;miscelanea;robledo;2;7;21/01/2019;6000000;microempresarial
masculino;industria;fabrica_de;san_pedro;2;4;27/12/2016;6890000;microempresarial
masculino;servicio;taller_de_electronica;robledo;2;7;23/03/2017;7377000;microempresarial
masculino;comercio;variedades;popular;1;1;15/04/2016;6800000;microempresarial
masculino;industria;fabrica_de;robledo;1;7;16/03/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;campo_valdes_no_1;3;4;14/03/2018;5000000;microempresarial
masculino;comercio;legumbreria;florencia;3;5;12/07/2016;6000000;microempresarial
masculino;servicio;peluqueria;buenos_aires;3;9;13/07/2016;3500000;microempresarial
femenino;industria;fabrica_de;antonio_nariño;2;13;21/12/2016;5000000;microempresarial
femenino;comercio;variedades;enciso;3;8;5/07/2018;7000000;microempresarial
masculino;servicio;organización_y;cabecera_san_antonio;2;80;5/05/2016;19000000;juridica_y_cap_semilla
femenino;servicio;comidas_rapidas;cabecera_san_antonio;3;80;8/08/2016;6000000;microempresarial
masculino;comercio;variedades;san_javier_no1;3;13;11/09/2017;7000000;microempresarial
femenino;comercio;restaurante;robledo;3;7;30/10/2017;6000000;microempresarial
masculino;comercio;tienda;buenos_aires;3;9;10/04/2019;8281000;microempresarial
masculino;servicio;recreativo_educativo;bombona_no_1;3;10;8/05/2018;5000000;microempresarial
masculino;industria;fabrica_de_calzado;aranjuez;2;4;28/07/2017;7377000;microempresarial
masculino;comercio;variedades;buenos_aires;3;9;23/04/2018;3300000;microempresarial
femenino;industria;fabrica_de;robledo;1;7;28/11/2017;7300000;microempresarial
femenino;industria;fabrica_de;cabecera_san_antonio;2;80;13/05/2016;3400000;microempresarial
femenino;comercio;tienda;robledo;2;7;2/03/2017;6000000;microempresarial
femenino;comercio;variedades;popular;2;1;25/10/2018;5000000;microempresarial
masculino;industria;fabrica_de_colchones;robledo;2;7;29/01/2018;7800000;microempresarial
femenino;comercio;variedades;enciso;2;8;5/07/2018;3500000;microempresarial
femenino;comercio;variedades;belencito;2;13;30/09/2016;6890000;microempresarial
masculino;comercio;variedades;girardot;3;5;16/02/2016;6890000;microempresarial
femenino;comercio;fabrica_de_helados;villa_niza;2;2;14/10/2016;5000000;microempresarial
masculino;servicio;recreativo_educativo;llanaditas;1;8;10/07/2018;1000000;microempresarial
femenino;comercio;variedades;belen;3;16;18/07/2016;6890000;microempresarial
femenino;servicio;comidas_rapidas;cabecera_san_cristobal;2;60;18/03/2016;4000000;microempresarial
femenino;comercio;comidas_rapidas;castilla;3;5;9/11/2018;5550000;microempresarial
femenino;servicio;publicidad_y;aranjuez;2;4;24/05/2017;7300000;microempresarial
femenino;servicio;fabrica_de;cabecera_san_antonio;3;80;20/09/2017;5000000;microempresarial
femenino;industria;fabrica_de_alimentos;juan_xxiii_la_quiebra;1;13;18/04/2018;5000000;microempresarial
femenino;comercio;almacen_de_ropa_en;campo_valdes_no_1;3;4;21/03/2019;8000000;microempresarial
femenino;servicio;mantenimiento_en;andalucia;2;2;21/06/2018;5000000;microempresarial
femenino;comercio;peluqueria;san_javier_no1;2;13;24/09/2018;7000000;microempresarial
masculino;comercio;charcuteria;llanaditas;1;8;5/04/2016;4000000;microempresarial
femenino;industria;ferreteria;popular;2;1;14/08/2018;3000000;microempresarial
femenino;comercio;restaurante;buenos_aires;2;9;21/01/2019;7800000;microempresarial
masculino;servicio;joyeria;manrique_central_no_1;2;4;17/12/2018;6500000;microempresarial
femenino;comercio;distribuidora_de;doce_de_octubre_no1;1;6;11/10/2016;6890000;microempresarial
masculino;comercio;variedades;manrique_central_no_1;2;4;28/03/2019;8280000;microempresarial
femenino;servicio;mantenimiento_en;boyaca;3;10;3/10/2018;7800000;microempresarial
femenino;agropecuaria;venta_de_pollos;cabecera_san_cristobal;2;60;2/10/2017;4000000;microempresarial
femenino;comercio;carniceria;barrio_caicedo;2;9;21/03/2017;7300000;microempresarial
masculino;comercio;distribuidora_de;granizal;1;1;14/11/2018;7800000;microempresarial
femenino;comercio;miscelanea;robledo;2;7;14/06/2016;2000000;microempresarial
masculino;comercio;tienda;belen;3;16;7/07/2016;5000000;microempresarial
femenino;comercio;almacen_de_ropa_en;olaya_herrera;1;7;26/10/2017;7370000;microempresarial
femenino;comercio;restaurante;moravia;2;4;9/11/2017;7300000;microempresarial
masculino;servicio;cafeteria;florencia;3;5;2/12/2016;6890000;microempresarial
femenino;industria;fabrica_de_calzado;manrique_central_no_1;2;4;19/07/2017;7000000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;27/07/2018;5000000;microempresarial
femenino;comercio;almacen_de_ropa_en;cabecera_san_antonio;2;80;30/10/2017;5000000;microempresarial
femenino;comercio;papeleria;cabecera_san_cristobal;2;60;13/11/2018;7800000;microempresarial
masculino;comercio;fabrica_de;la_milagrosa;3;9;22/08/2018;7000000;microempresarial
masculino;servicio;cafeteria;santa_ines;2;3;27/04/2018;1500000;microempresarial
femenino;servicio;peluqueria;manrique_central_no_1;2;4;12/09/2018;4000000;microempresarial
femenino;comercio;miscelanea;picachito;2;6;23/01/2017;2000000;microempresarial
femenino;servicio;restaurante;el_salvador;2;9;19/04/2016;5000000;microempresarial
femenino;comercio;carniceria;popular;1;1;13/03/2017;7300000;microempresarial
femenino;industria;fabrica_de_arepas;robledo;2;7;12/04/2016;6000000;microempresarial
femenino;comercio;venta_de_calzado;belencito;2;13;12/10/2018;3000000;microempresarial
masculino;servicio;mantenimiento_en;bel¿n;3;16;14/01/2016;6400000;microempresarial
masculino;industria;fabrica_de;santa_lucia;1;12;14/03/2017;7377000;microempresarial
femenino;servicio;peluqueria;robledo;3;7;31/05/2017;7370000;microempresarial
femenino;comercio;papeleria;popular;1;1;27/07/2017;7377000;microempresarial
masculino;servicio;cafe_e_internet;robledo;2;7;5/02/2018;7000000;microempresarial
masculino;comercio;cafeteria;el_vergel;2;80;3/01/2018;4000000;microempresarial
femenino;comercio;legumbreria;buenos_aires;1;9;14/11/2017;6000000;microempresarial
masculino;servicio;variedades;aranjuez;2;4;17/01/2018;7300000;microempresarial
femenino;comercio;almacen_de_ropa_en;alfonso_lopez;3;5;26/07/2017;4400000;microempresarial
masculino;comercio;restaurante;buenos_aires;3;9;13/06/2017;7377000;microempresarial
masculino;comercio;almacen_de_ropa_en;san_diego;2;10;3/04/2018;4000000;microempresarial
masculino;servicio;charcuteria;cabecera_san_cristobal;3;60;3/01/2018;7300000;microempresarial
masculino;industria;fabrica_de;vrda_san_antonio;2;80;2/02/2016;600000;microempresarial
femenino;comercio;variedades;belen;3;16;11/04/2016;6890000;microempresarial
masculino;servicio;fabrica_de;aranjuez;3;4;20/06/2016;6890000;microempresarial
masculino;industria;fabrica_de_alimentos;campo_valdes_no_1;3;4;29/05/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;el_salvador;3;9;10/03/2017;7377000;microempresarial
masculino;comercio;variedades;villa_hermosa;3;8;21/03/2019;1500000;microempresarial
masculino;comercio;variedades;pablo_vi;2;2;19/06/2018;7000000;microempresarial
masculino;comercio;almacen_de_ropa_en;pedregal;2;6;26/10/2018;2500000;microempresarial
femenino;industria;fabrica_de;castilla;1;5;11/07/2016;3500000;microempresarial
femenino;comercio;variedades;robledo;2;7;20/11/2018;7000000;microempresarial
femenino;comercio;papeleria;popular;2;1;21/06/2017;3000000;microempresarial
masculino;industria;fabrica_de_calzado;manrique_central_no_2;1;3;12/10/2018;7800000;microempresarial
femenino;comercio;tienda;barrio_caicedo;2;9;7/12/2016;6800000;microempresarial
